id,proposal_id,create_date,client_rating,freelancer_rating,client_rating_description,freelancer_rating_description,status
989,827,2019-04-24,4.8,4.9,Proin interdum mauris non ligula pellentesque ultrices.,Suspendisse potenti.,cancelled
990,387,2020-05-12,2.9,2.4,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,Phasellus in felis.,cancelled
991,2101,2018-07-19,,,,,ongoing
992,1319,2018-06-09,,,,,dispute
993,1769,2019-05-12,1.8,3.9,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.","Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",complete
994,1809,2019-01-30,2.1,1.4,Aliquam non mauris.,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",complete
995,1299,2018-10-01,4.5,4.6,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",Nulla nisl.,cancelled
996,878,2018-07-22,1.0,1.5,Cras non velit nec nisi vulputate nonummy.,Phasellus id sapien in sapien iaculis congue.,complete
997,710,2018-10-07,,,,,dispute
998,748,2018-08-02,,,,,dispute
999,144,2018-01-19,4.1,3.9,Duis mattis egestas metus.,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",complete
1000,852,2018-03-18,1.9,4.5,Ut tellus.,Praesent blandit lacinia erat.,cancelled
